"iso_3166","iso_3166_2","period_start_date","period_end_date","disease","nesting_disease","basal_disease","cases_this_period","location","location_type","time_scale","historical_disease","historical_disease_family","historical_disease_subclass","days_this_period","period_mid_date","population","record_origin","original_dataset_id","digitization_id","scan_id"
"CA","CA-ON","2013-06-30","2013-07-06","influenza","","influenza",2,"ONT.","province","wk","influenza","","",7,"2013-07-03",13563436,"historical","cdi_on_1990-2021_wk","cdi_on_1990-2021_wk",""
"CA","CA-ON","2013-07-07","2013-07-13","influenza","","influenza",1,"ONT.","province","wk","influenza","","",7,"2013-07-10",13565483,"historical","cdi_on_1990-2021_wk","cdi_on_1990-2021_wk",""
"CA","CA-ON","2013-07-14","2013-07-20","influenza","","influenza",1,"ONT.","province","wk","influenza","","",7,"2013-07-17",13567531,"historical","cdi_on_1990-2021_wk","cdi_on_1990-2021_wk",""
"CA","CA-ON","2013-07-21","2013-07-27","influenza","","influenza",0,"ONT.","province","wk","influenza","","",7,"2013-07-24",13569579,"historical","cdi_on_1990-2021_wk","cdi_on_1990-2021_wk",""
"CA","CA-ON","2013-07-28","2013-08-03","influenza","","influenza",5,"ONT.","province","wk","influenza","","",7,"2013-07-31",13571626,"historical","cdi_on_1990-2021_wk","cdi_on_1990-2021_wk",""
"CA","CA-ON","2013-08-04","2013-08-10","influenza","","influenza",0,"ONT.","province","wk","influenza","","",7,"2013-08-07",13573674,"historical","cdi_on_1990-2021_wk","cdi_on_1990-2021_wk",""
"CA","CA-ON","2013-08-11","2013-08-17","influenza","","influenza",0,"ONT.","province","wk","influenza","","",7,"2013-08-14",13575722,"historical","cdi_on_1990-2021_wk","cdi_on_1990-2021_wk",""
"CA","CA-ON","2013-08-18","2013-08-24","influenza","","influenza",3,"ONT.","province","wk","influenza","","",7,"2013-08-21",13577769,"historical","cdi_on_1990-2021_wk","cdi_on_1990-2021_wk",""
"CA","CA-ON","2013-08-25","2013-08-31","influenza","","influenza",3,"ONT.","province","wk","influenza","","",7,"2013-08-28",13579817,"historical","cdi_on_1990-2021_wk","cdi_on_1990-2021_wk",""
"CA","CA-ON","2013-09-01","2013-09-07","influenza","","influenza",0,"ONT.","province","wk","influenza","","",7,"2013-09-04",13581865,"historical","cdi_on_1990-2021_wk","cdi_on_1990-2021_wk",""
"CA","CA-ON","2013-09-08","2013-09-14","influenza","","influenza",2,"ONT.","province","wk","influenza","","",7,"2013-09-11",13583913,"historical","cdi_on_1990-2021_wk","cdi_on_1990-2021_wk",""
"CA","CA-ON","2013-09-15","2013-09-21","influenza","","influenza",0,"ONT.","province","wk","influenza","","",7,"2013-09-18",13585960,"historical","cdi_on_1990-2021_wk","cdi_on_1990-2021_wk",""
"CA","CA-ON","2013-09-22","2013-09-28","influenza","","influenza",4,"ONT.","province","wk","influenza","","",7,"2013-09-25",13588008,"historical","cdi_on_1990-2021_wk","cdi_on_1990-2021_wk",""
